"","PROPERTY.GROUP","last_violation","gap","n_serious_violations_year","n_evictions","last_year_serious","n_serious_violations","ID","VIOLATION.LAST.MODIFIED.DATE","VIOLATION.DATE","VIOLATION.CODE","VIOLATION.STATUS","VIOLATION.STATUS.DATE","VIOLATION.DESCRIPTION","VIOLATION.LOCATION","VIOLATION.INSPECTOR.COMMENTS","VIOLATION.ORDINANCE","INSPECTOR.ID","INSPECTION.NUMBER","INSPECTION.STATUS","INSPECTION.WAIVED","INSPECTION.CATEGORY","DEPARTMENT.BUREAU","ADDRESS","STREET.NUMBER","STREET.DIRECTION","STREET.NAME","STREET.TYPE","SSA","LATITUDE","LONGITUDE","LOCATION","street","serious","violation_year"
"997",20087,"2023-10-30",NA,9,42,"2023-10-30",22,2754846,"2008-11-05","2008-10-03","CN197087","OPEN",NA,"CARB MONOX DETECT IN RESID",NA,"7TH FLOOR LAUNDRY ROOM-CARBON MONOXIDE DETECTOR DEFECTIVE.","Install carbon monoxide detector within 40 feet of every sleeping room in residential structure. (13-64-190, 13-64-210) A carbon monoxide detector is needed whenever there is a heating appliance on the premises that burns fossil fuel such as gas, oil, or coal, or air that is circulated through a heat exchanger. Install according to manufacturer instructions. A hard wired model requires an electrical wiring permit. In a single family residence, be sure the detector is on or below the lowest floor with a place to sleep. In a multiple dwelling residence heated by a boiler, install a detector in the same room as the boiler. Otherwise, each apartment follows single family guidelines. The owner is responsible for installation and written instructions, the tenant for testing, maintenance, and batteries.","BL01041",1533413,"FAILED","N","PERIODIC","CONSERVATION","2355 E 67TH ST",2355,"E","67TH","ST",NA,41.773435792,-87.567783821,"(41.77343579173254, -87.5677838210307)","E 67TH ST","Y",2008
"998",20091,"2021-07-21",NA,5,8,"2021-07-21",10,3455682,"2010-04-01","2010-04-01","CN070014","OPEN",NA,"REPAIR EXTERIOR STAIR","EXTERIOR:S   :","SOUTH EXTERIOR CONCRETE STEPS, GRADE TO BASEMENT, MISSING HAND RAIL.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00810",9710925,"FAILED","N","PERIODIC","CONSERVATION","2037 E 70TH ST",2037,"E","70TH","ST",42,41.767884514,-87.574897756,"(41.76788451373327, -87.5748977559136)","E 70TH ST","Y",2010
"999",20092,"2021-11-18",NA,5,6,"2021-11-18",11,3817846,"2012-01-25","2011-04-01","CN070024","COMPLIED","2012-01-24","REPAIR PORCH SYSTEM","EXTERIOR:W   :BL01002","REAR PORCHES (3)-SOME COLUMNS WITH NOTICEABLE SPLITTING OF THE LUMBER; COLUMN SPLICES ARE ONLY 12 INCHES WITH ONLY TWO BOLTS. RAILS ARE ONLY TOE SCREWED AT THE CONNECTIONS. NORTHEAST PORCH- FLIGHTS SHIFT FROM SIDE TO SIDE UPON LOAD. PLANS / PERMIT REQUIRED FOR REPAIRS.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL01000",10255353,"FAILED","N","PERIODIC","CONSERVATION","2049 E 70TH ST",2049,"E","70TH","ST",42,41.767890882,-87.57438544,"(41.76789088211772, -87.57438543968203)","E 70TH ST","Y",2011
"1000",20094,"2022-12-30",NA,5,0,"2022-12-30",6,2964605,"2009-06-23","2009-02-05","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"NORTH PORCH OVER SPANNED 6X6 BEAM OVER SPANNED JOIST. CENTER PORCH BOLT STRINGERS TO COLUMNS, BEAMS, OR WALLS. SOUTH PORCH BOLT STRINGERS","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL01001",2745877,"PASSED","N","PERIODIC","CONSERVATION","2345 E 70TH ST",2345,"E","70TH","ST",NA,41.767953118,-87.567956878,"(41.767953118269446, -87.56795687838869)","E 70TH ST","Y",2009
"1001",20097,"2023-11-14",NA,10,55,"2023-11-14",73,1242302,"2006-01-27","2006-01-20","CN132016","OPEN",NA,"HEAT UNIT ADEQUATELY",NA,"62 DEGEES 3RD FLOOR UNIT","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL00258",1310159,"FAILED","N","COMPLAINT","CONSERVATION","6823 S PERRY AVE",6823,"S","PERRY","AVE",NA,41.770195189,-87.628144674,"(41.77019518939527, -87.62814467352806)","S PERRY AVE","Y",2006
"1002",20099,"2023-01-04",NA,7,107,"2023-01-04",27,1540774,"2006-10-12","2006-07-06","CN070024","COMPLIED","2006-10-02","REPAIR PORCH SYSTEM",NA,"6814 1ST FLOOR PICKETS MANY MISSING UNABLE TO POST","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00444",1524948,"FAILED","N","PERIODIC","CONSERVATION","6804 S PERRY AVE",6804,"S","PERRY","AVE",NA,41.770691453,-87.628452417,"(41.770691453051775, -87.62845241724969)","S PERRY AVE","Y",2006
"1003",20105,"2023-10-27",NA,8,15,"2023-10-27",63,2305770,"2008-04-24","2007-10-10","CN104015","COMPLIED","2008-02-27","REPLCE WINDOW PANES, PLEXGLAS",NA,"2ND FLR FRT WINDOW BROKEN PANE","Replace broken, missing or defective window panes. (13-196-550 A)","BL00662",1769611,"FAILED","N","PERIODIC","CONSERVATION","7039 S WENTWORTH AVE",7039,"S","WENTWORTH","AVE",NA,41.766092472,-87.629641517,"(41.76609247175032, -87.62964151748226)","S WENTWORTH AVE","Y",2007
"1004",20109,"2023-10-19",NA,5,11,"2023-10-19",9,6292722,"2019-07-08","2016-08-23","CN197079","COMPLIED","2018-02-14","REPAIR/REPLACE SMOKE DETECTORS",NA,"BEEPING SMOKE DETECTOR IN BOILER ROOM","Repair or replace defective or out of service smoke detectors and operate continuously. (13-196-130, 13-196-140)","376936",12965906,"FAILED","N","COMPLAINT","SPECIAL TASK FORCE","124 W 69TH ST",124,"W","69TH","ST",NA,41.769206806,-87.628422974,"(41.76920680581157, -87.62842297382453)","W 69TH ST","Y",2016
"1005",20111,"2022-02-04",NA,5,4,"2022-02-04",17,1884129,"2018-01-29","2007-02-06","CN132016","COMPLIED","2018-01-26","HEAT UNIT ADEQUATELY",NA,"7056 APARTMENT 1-SOUTH ROOM TEMPERATURE IS 59 DEGREES 6:35 PM HEATING SYSTEM IS OFF AT TIME OF INSPECTION","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL01000",1836777,"FAILED","N","COMPLAINT","CONSERVATION","7056 S EGGLESTON AVE",7056,"S","EGGLESTON","AVE",NA,41.765480559,-87.636085604,"(41.765480559334364, -87.63608560350968)","S EGGLESTON AVE","Y",2007
"1006",20123,"2021-07-13",NA,7,17,"2021-07-13",22,1884992,"2007-02-20","2007-02-10","CN132016","OPEN",NA,"HEAT UNIT ADEQUATELY",NA,"APARTMENT 105-003 58.9 DEGREES","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL00403",1837003,"FAILED","N","COMPLAINT","CONSERVATION","6800 S NORMAL BLVD",6800,"S","NORMAL","BLVD",NA,41.770710573,-87.637434532,"(41.770710572987106, -87.63743453170326)","S NORMAL BLVD","Y",2007
"1007",20124,"2022-11-17",NA,5,4,"2022-11-17",17,1267510,"2006-02-15","2006-02-08","CN132046","OPEN",NA,"SAFE WORKING CONDITIONS",NA,"APARTMENT 101 & 303 NO COVERS ON BASEBOARD HEATERS","Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)","BL00943",1398580,"FAILED","N","COMPLAINT","CONSERVATION","6808 S NORMAL BLVD",6808,"S","NORMAL","BLVD",NA,41.770491248,-87.637428779,"(41.77049124773857, -87.63742877857607)","S NORMAL BLVD","Y",2006
"1008",20126,"2022-12-08",NA,9,28,"2022-12-08",52,5926702,"2018-08-17","2018-02-02","CN197079","COMPLIED","2018-08-17","REPAIR/REPLACE SMOKE DETECTORS","OTHER   :    :BL00876","ALL FRONT INTERIOR STAIRWAYS, SMOKE DETECTORS ARE CHIRPING.APARTMENT 519 W./ 2NDE FLOOR, SMOKE DETECTOR - MISSING BATTERY.","Repair or replace defective or out of service smoke detectors and operate continuously. (13-196-130, 13-196-140)","BL00876",12554447,"PASSED","N","COMPLAINT","CONSERVATION","517 W MARQUETTE RD",517,"W","MARQUETTE","RD",NA,41.772478963,-87.637576456,"(41.77247896302023, -87.63757645556706)","W MARQUETTE RD","Y",2018
"1009",20128,"2022-11-15",NA,13,8,"2022-11-15",51,1504464,"2006-12-01","2006-05-03","CN135016","COMPLIED","2006-11-28","MICE/RODENTS",NA,"1 THRU 7 MICE OBSERVED","Exterminate rodents in building and seal openings through which they gain access. (13-196-530 D, 13-196-630 C, 7-28-660)","BL00722",1568048,"FAILED","N","PERIODIC","CONSERVATION","7000 S PARNELL AVE",7000,"S","PARNELL","AVE",NA,41.767016606,-87.638546606,"(41.76701660630913, -87.63854660567023)","S PARNELL AVE","Y",2006
"1010",20137,"2021-09-29",NA,7,4,"2021-09-29",23,2163083,"2007-08-22","2007-08-14","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"REAR PORCH-GRADE TO 3RD FLOOR, NO FOOTINGS, NO COLUMN ANCHORS, 4X4 COLUMNS OVER 12' FOOT UNDERSIZE, 6X6 BEAMS OVER 5' FOOT, 2X8 FLOOR JOIST OVER 8' FOOT SPANS, WEAK STAIRS, WEAK RAILS OF STAIRS, TREADS UNDER 10'INCHES, TOP RAILS AT HANDRAILS NOT BEVELED 2X4'S.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00942",1965241,"FAILED","N","PERIODIC","CONSERVATION","6949 S GREEN ST",6949,"S","GREEN","ST",NA,41.767376351,-87.645546336,"(41.76737635140815, -87.64554633550853)","S GREEN ST","Y",2007
"1011",20141,"2023-08-24",NA,7,23,"2023-08-24",27,1797376,"2007-08-02","2006-12-15","CN062024","COMPLIED","2007-07-11","PARAPET",NA,"SOUTH AT WEST PARAPET       LOOSE MORTAR.","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL00876",1618392,"FAILED","N","PERIODIC","CONSERVATION","7000 S GREEN ST",7000,"S","GREEN","ST",NA,41.766907778,-87.645826416,"(41.76690777798583, -87.6458264157106)","S GREEN ST","Y",2006
"1012",20153,"2023-10-02",NA,4,2,"2023-10-02",11,3026978,"2009-04-10","2009-03-16","CN070014","OPEN",NA,"REPAIR EXTERIOR STAIR",NA,"EASTEXTERIOR STAIRS CONCRETE BROKEN AND SPALLING BRICK","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00748",2646724,"FAILED","N","PERIODIC","CONSERVATION","6710 S MAY ST",6710,"S","MAY","ST",NA,41.771975245,-87.653233265,"(41.7719752446657, -87.65323326456178)","S MAY ST","Y",2009
"1013",20156,"2020-12-15",NA,6,36,"2020-12-15",27,1825897,"2007-01-08","2006-12-15","CN074024","OPEN",NA,"PROVIDE GUARD RAIL 42 IN HIGH",NA,"PROVIDE GUARDRAIL AT AREAWAYS.","Failed to provide porch which is more than two risers high with rails not less than three and one-half feet above the floor of the porch.  (13-196-570(b), 13-196-641","BL00875",1413154,"FAILED","N","PERIODIC","CONSERVATION","6947 S PEORIA ST",6947,"S","PEORIA","ST",NA,41.767415499,-87.646755735,"(41.76741549912472, -87.64675573482218)","S PEORIA ST","Y",2006
"1014",20160,"2021-11-29",NA,9,30,"2021-11-29",32,2711415,"2008-10-01","2008-09-11","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"SR#801730600 SOUTH PORCH-COLUMNS BEAMS-STRINGERS AND GUARDRAIL END POST SECURED WITH NAILS-PROVIDE PERMIT","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00831",2166920,"FAILED","N","PERIODIC","CONSERVATION","7000 S SANGAMON ST",7000,"S","SANGAMON","ST",NA,41.766874513,-87.648245457,"(41.7668745130911, -87.64824545740461)","S SANGAMON ST","Y",2008
"1015",20161,"2023-03-31",NA,6,10,"2023-03-31",39,1482396,"2007-02-22","2006-06-06","CN015062","COMPLIED","2007-02-07","OBSTRUCTIONS IN EXIT WAY",NA,"FRONT INTERIOR AND REAR EXTERIOR DOORS IRON GATES","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00947",1507216,"PASSED","N","PERIODIC","CONSERVATION","7014 S SANGAMON ST",7014,"S","SANGAMON","ST",NA,41.766479171,-87.648236282,"(41.76647917069498, -87.64823628168796)","S SANGAMON ST","Y",2006
"1016",20165,"2023-02-07",NA,12,38,"2023-02-07",119,1719575,"2007-11-09","2006-10-19","CN101015","COMPLIED","2007-10-05","REPAIR INTERIOR WALLS/CEILING",NA,"1049 3RD FLOOR GAPS BETWEEN FLOOR AND CEILING BROKEN BASEBOARDS","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","BL00688",1583710,"PASSED","N","PERIODIC","CONSERVATION","1049 W 70TH ST",1049,"W","70TH","ST",NA,41.766810398,-87.6512538,"(41.766810398196526, -87.6512537997063)","W 70TH ST","Y",2006
"1017",20168,"2021-10-07",NA,8,24,"2021-10-07",64,1326360,"2007-11-01","2006-03-10","CN070034","COMPLIED","2007-09-18","REPLACE D&H PORCH",NA,"REAR PORCH 68-49-51 (1) NO FOUNDATION (2) NO LEDGER BOLTS AND SEPARATING FROM WALL (3) HAND AND GUARD RAIL LOOSE, NOTICEABLY DEFLECT UNDER LOAD (4) VERTICAL COLUMNS ROTTED MISSING LAP-CUT AND SEPARATING FROM LOOKOUT BEAM (5) LOOKOUT, ROTTED AT CUTS ALSO SEPARATING FROM VERTICAL COLUMNS","Failed to rebuild or replace dilapidated and dangerous porch.  (13-196-570, 13-196-641)","BL00403",1448357,"PASSED","N","COMPLAINT","CONSERVATION","6849 S ADA ST",6849,"S","ADA","ST",NA,41.769100555,-87.657717391,"(41.76910055504737, -87.65771739076298)","S ADA ST","Y",2006
"1018",20174,"2021-09-07",NA,6,22,"2021-09-07",43,1790928,"2006-12-14","2006-11-30","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"REAR PORCHES: MISSING HARDWARE UPGRADES","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00804",1615252,"FAILED","N","PERIODIC","CONSERVATION","6846 S THROOP ST",6846,"S","THROOP","ST",NA,41.769085452,-87.656796871,"(41.76908545177117, -87.6567968707344)","S THROOP ST","Y",2006
"1019",20180,"2022-11-18",NA,6,36,"2022-11-18",15,3240072,"2009-09-03","2006-01-05","CN104015","COMPLIED","2009-09-04","REPLCE WINDOW PANES, PLEXGLAS","OTHER   :    :.","SOUTH ELEVATION, FIRST FLOOR PICTURE WINDOW BROKEN, EAST ELEVATION AT GUARD GLASS BLOCK BROKEND","Replace broken, missing or defective window panes. (13-196-550 A)","BL00722",1534950,"FAILED","N","PERIODIC","CONSERVATION","6700 S CLAREMONT AVE",6700,"S","CLAREMONT","AVE",14,41.771897307,-87.682260556,"(41.77189730721748, -87.68226055557996)","S CLAREMONT AVE","Y",2006
"1020",20198,"2021-09-20",NA,8,18,"2021-09-20",35,1783600,"2006-12-11","2006-12-05","CN132016","OPEN",NA,"HEAT UNIT ADEQUATELY",NA,"UNIT #1E, 63.1 DEGREES INADEQUATE TEMPERATURE IN THE UNIT DURING TIME OF INSPECTION","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL00447",1612251,"FAILED","N","COMPLAINT","CONSERVATION","350 E 73RD ST",350,"E","73RD","ST",NA,41.762146379,-87.616395376,"(41.76214637912261, -87.61639537629273)","E 73RD ST","Y",2006
"1021",20202,"2023-08-24",NA,10,21,"2023-08-24",33,1374503,"2006-05-03","2006-04-28","EL0029","OPEN",NA,"EXPOSED WIRING",NA,"BASEMENT PANELS JUNCTION BOXES AND CEILINGS AT 69 EAST DANGEROUS AND HAZARDOUS","Remove exposed wiring. (18-27-300.4)","538914",1465811,"FAILED","N","COMPLAINT","ELECTRICAL","67 E 72ND ST",67,"E","72ND","ST",NA,41.763637866,-87.622211619,"(41.763637865654836, -87.62221161941802)","E 72ND ST","Y",2006
"1022",20210,"2021-09-09",NA,5,29,"2021-09-09",21,1778457,"2006-12-06","2006-11-28","CN197019","OPEN",NA,"INSTALL SMOKE DETECTORS",NA,"NO SMOKE DETECTORS","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL00403",1609622,"PASSED","N","PERIODIC","CONSERVATION","7120 S WABASH AVE",7120,"S","WABASH","AVE",NA,41.764886602,-87.623432355,"(41.76488660246612, -87.6234323548986)","S WABASH AVE","Y",2006
"1023",20214,"2023-10-20",NA,13,40,"2023-10-20",81,1534313,"2006-08-04","2006-07-13","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"4 EXTERIOR WOOD PORCH SYSTEMS AT ADDRESS RANGE 533-43 E 71 ST JOISTS AND HEADERS OVER SPANNED AND SAGGING AT CENTER STEPS 9' 10.5 REQUIRED MISSING ALL REQUIRED HARDWARE SUCH AS BOLTS BRACKETS AND JOISTS HANGERS TWO PORCH SYSTEMS 7111 S CHAMPLAIN NO BOLTED CONNECTIONS AT LEDGER NO VISIBLE FOUNDATION CAPS COLUMNS OVER NOTCHED BUTT JOINTED WINDERS OVER CUT 7109 COLUMNS OVER NOTCHED BUTT JOINTED NOT TIE STRAPS NO BOLTS AT LEDGER STEPS TOO NARROW 10.5 REQUIRE","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00875",1417979,"FAILED","N","PERIODIC","CONSERVATION","633 E 71ST ST",633,"E","71ST","ST",NA,41.765703954,-87.609191818,"(41.7657039538942, -87.60919181792285)","E 71ST ST","Y",2006
"1024",20220,"2022-12-17",NA,6,29,"2022-12-17",23,2303930,"2008-09-05","2007-10-16","CN015062","COMPLIED","2008-07-14","OBSTRUCTIONS IN EXIT WAY",NA,"REAR YARD FENCE GATE CHAINED AND PADLOCKED FIRE HAZARD","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00254",1768208,"FAILED","N","PERIODIC","CONSERVATION","450 E 75TH ST",450,"E","75TH","ST",51,41.758554737,-87.613072461,"(41.75855473722857, -87.61307246057801)","E 75TH ST","Y",2007
"1025",20221,"2021-08-20",NA,6,1,"2021-08-20",19,1903634,"2007-07-27","2007-02-23","CN062024","COMPLIED","2007-07-17","PARAPET",NA,"SOUTH ELEVATION ,EAST END AND WEST ELEVATION ,SOUTH END PARAPETS WITH  LARGE OPEN MORTAR JOINTS.","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL00748",1843724,"CLOSED","N","COMPLAINT","CONSERVATION","538 E 74TH ST",538,"E","74TH","ST",NA,41.760415682,-87.61119964,"(41.76041568189787, -87.61119963973847)","E 74TH ST","Y",2007
"1026",20228,"2023-08-29",NA,7,19,"2023-08-29",22,1739915,"2007-04-03","2006-09-07","CN197087","COMPLIED","2007-03-23","CARB MONOX DETECT IN RESID",NA,"LAUNDRY ROOM NO CARBON MONOXIDE CARBON MONOXIDE DETECTOR","Install carbon monoxide detector within 40 feet of every sleeping room in residential structure. (13-64-190, 13-64-210) A carbon monoxide detector is needed whenever there is a heating appliance on the premises that burns fossil fuel such as gas, oil, or coal, or air that is circulated through a heat exchanger. Install according to manufacturer instructions. A hard wired model requires an electrical wiring permit. In a single family residence, be sure the detector is on or below the lowest floor with a place to sleep. In a multiple dwelling residence heated by a boiler, install a detector in the same room as the boiler. Otherwise, each apartment follows single family guidelines. The owner is responsible for installation and written instructions, the tenant for testing, maintenance, and batteries.","BL00688",1593015,"PASSED","N","PERIODIC","CONSERVATION","432 E 75TH ST",432,"E","75TH","ST",51,41.758542042,-87.613824417,"(41.75854204170183, -87.61382441728924)","E 75TH ST","Y",2006
"1027",20253,"2021-05-10",NA,5,0,"2021-05-10",24,3292428,"2009-10-23","2009-10-23","CN062024","OPEN",NA,"PARAPET","EXTERIOR:W   :SIDE","SPALLING BRICK AND WASHED OUT MORTAR JOINTS .","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL00748",1135500,"FAILED","N","PERIODIC","CONSERVATION","1147 E 72ND ST",1147,"E","72ND","ST",NA,41.764044863,-87.596368832,"(41.76404486299445, -87.59636883235207)","E 72ND ST","Y",2009
"1028",20258,"2022-05-02",NA,6,4,"2022-05-02",40,1956549,"2009-06-30","2007-03-29","CN070024","COMPLIED","2009-06-19","REPAIR PORCH SYSTEM",NA,"7357 PORCH RAILS LOOSE TREADS BROKEN IMPROPER PICKETS NO JOIST HANGER DECK JOIST NOT SEAL IN WALL 4X4 UPRIGHT OUT OF PLUMB 6X6 INSUFFICIENT LAP JOINT CUT AND BOLTS OPEN GAP BETWEEN WALL AND PORCH SYSTEM INSUFFICIENT SUPPORT FOR STRINGER 1410 PORCH IMPROPER PICKET 4X4 POST PULLING AWAY TREADS BROKEN AND IMPROPER SIZE REPLACE 4X4 WITH 6X6 SUBMIT PLANS AND PERMITS FOR REPAIRS","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00941",1869835,"FAILED","N","PERIODIC","CONSERVATION","1408 E 74TH ST",1408,"E","74TH","ST",NA,41.760659886,-87.590451818,"(41.76065988614469, -87.59045181825837)","E 74TH ST","Y",2007
"1029",20262,"2022-12-05",NA,4,47,"2022-12-05",18,1258186,"2006-02-09","2006-01-26","CN106015","OPEN",NA,"REPAIR INTERIOR STAIR SYSTEM",NA,"7419 INTERIOR","Failed to maintain interior stairway system in safe condition and sound repair. (13-196-570)","BL00403",1317600,"FAILED","N","COMPLAINT","CONSERVATION","7415 S KIMBARK AVE",7415,"S","KIMBARK","AVE",NA,41.760042914,-87.593115347,"(41.760042913782065, -87.59311534684177)","S KIMBARK AVE","Y",2006
"1030",20267,"2023-03-07",NA,5,7,"2023-03-07",21,3874637,"2011-05-26","2011-05-26","CN062024","OPEN",NA,"PARAPET","EXTERIOR:N   :","PARAPET WALL - LOOSE, WASHED OUT MORTAR","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL01000",1607763,"FAILED","N","PERIODIC","CONSERVATION","1301 E 71ST PL",1301,"E","71ST","PL",NA,41.764982182,-87.593270826,"(41.764982182335686, -87.59327082565447)","E 71ST PL","Y",2011
"1031",20274,"2023-02-03",NA,10,43,"2023-02-03",43,1599076,"2009-06-26","2006-08-18","CN070034","COMPLIED","2009-06-03","REPLACE D&H PORCH",NA,"7141 REAR PORCH ROTTED AND LOOSE TREADS AT WINDERS SELECTIVE REPAIRS AT STAIRS AND DECKING, BUTT JOINED 4X4 COLUMNS OVER 12'FT, UNEVEN STAIRS TREADS DETHS SEGMENTES STRINGERS, LOW HAND AND GUARD RAILS","Failed to rebuild or replace dilapidated and dangerous porch.  (13-196-570, 13-196-641)","BL00688",1939302,"FAILED","N","PERIODIC","CONSERVATION","7131 S BENNETT AVE",7131,"S","BENNETT","AVE",42,41.765148873,-87.579202592,"(41.76514887332406, -87.57920259173682)","S BENNETT AVE","Y",2006
"1032",20276,"2023-10-18",NA,10,45,"2023-10-18",49,1630469,"2006-09-06","2006-04-10","CN105045","OPEN",NA,"INSTALL DEAD BOLT LOCK",NA,"AT 7237 UNIT 1A WITHOUT DOOR HARDWARE AT KITCHEN EXIT","Failed to install dead bolt lock, with at least one inch saw resistant bolt projection or with rim mounted deadbolt or vertical drop-bolt lock of equivalent security, at the entrance door of a dwelling unit.  (13-164-030)","BL00496",1549477,"FAILED","N","COMPLAINT","SPECIAL TASK FORCE","7237 S BENNETT AVE",7237,"S","BENNETT","AVE",NA,41.763195961,-87.579155808,"(41.763195960788124, -87.57915580841905)","S BENNETT AVE","Y",2006
"1033",20277,"2021-08-18",NA,14,23,"2021-08-18",48,1514585,"2006-07-27","2006-03-21","CN135016","OPEN",NA,"MICE/RODENTS",NA,"AT 3-N -7249 -(MICE)","Exterminate rodents in building and seal openings through which they gain access. (13-196-530 D, 13-196-630 C, 7-28-660)","BL00447",1054963,"FAILED","N","PERIODIC","CONSERVATION","7245 S BENNETT AVE",7245,"S","BENNETT","AVE",NA,41.762969912,-87.579150924,"(41.762969912345774, -87.57915092438569)","S BENNETT AVE","Y",2006
